Year,App,Taxon,Class,Order,Family,Genus,Importer,Exporter,Condition,Purpose,Source
2016,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,Philippines,United States of America,live,Commercial,Bred in captivity
2016,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,Taiwan,Macedonia,live,Commercial,Bred in captivity
2016,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,Taiwan,Slovenia,live,Commercial,Bred in captivity
2016,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Switzerland,live,Personal,Bred in captivity
2016,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Czech Republic,live,Commercial,Bred in captivity
2016,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Germany,live,Personal,Pre-Convention specimens
2016,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Germany,live,Personal,Bred in captivity
2016,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Denmark,live,Personal,Bred in captivity
2016,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Italy,live,Commercial,Bred in captivity
2016,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Italy,live,Commercial,Bred in captivity
2016,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Italy,live,Commercial,Bred in captivity
2016,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Italy,live,Commercial,Bred in captivity
2016,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Macedonia,live,Commercial,Bred in captivity
2016,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,Unknown,Germany,live,Personal,Bred in captivity
2016,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,Unknown,Germany,live,Personal,Bred in captivity
2016,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,Unknown,Spain,live,Personal,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Belgium,Uzbekistan,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Chile,Netherlands,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Chile,United States of America,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,China,Germany,live,Commercial,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,China,Italy,live,Commercial,Ranched specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,China,Uzbekistan,live,Personal,Unknown
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,China,Uzbekistan,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Germany,Russian Federation,live,Personal,Pre-Convention specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Germany,United States of America,live,Personal,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Germany,Uzbekistan,live,Commercial,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Germany,Uzbekistan,live,Commercial,Ranched specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Germany,Uzbekistan,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Denmark,United States of America,live,Personal,Born in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Spain,Ukraine,live,Commercial,Born in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Spain,Uzbekistan,live,Commercial,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Spain,Uzbekistan,live,Commercial,Ranched specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Spain,Uzbekistan,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,France,United States of America,live,Personal,Born in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,France,Uzbekistan,live,Commercial,Ranched specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,France,Uzbekistan,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,United Kingdom of Great Britain and Northern Ireland,United States of America,live,Personal,Born in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,United Kingdom of Great Britain and Northern Ireland,Uzbekistan,live,Commercial,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,United Kingdom of Great Britain and Northern Ireland,Uzbekistan,live,Commercial,Ranched specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,United Kingdom of Great Britain and Northern Ireland,Uzbekistan,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Hong Kong,Germany,live,Commercial,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Hong Kong,Italy,live,Commercial,Ranched specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Hong Kong,Ukraine,live,Commercial,Born in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Hong Kong,Uzbekistan,live,Commercial,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Hong Kong,Uzbekistan,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Indonesia,Hong Kong,live,Commercial,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Iran,Germany,live,Commercial,Ranched specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Italy,Uzbekistan,live,Commercial,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Italy,Uzbekistan,live,Commercial,Ranched specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Italy,Uzbekistan,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Japan,Germany,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Japan,Ukraine,live,Commercial,Born in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Japan,Uzbekistan,live,Commercial,Ranched specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Japan,Uzbekistan,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,South Korea,Germany,live,Commercial,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,South Korea,Hong Kong,live,Commercial,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,South Korea,Netherlands,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Malaysia,Hong Kong,live,Commercial,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Netherlands,Uzbekistan,live,Commercial,Ranched specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Netherlands,Uzbekistan,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Norway,Sweden,live,Commercial,Ranched specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Peru,Argentina,live,Personal,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Philippines,United States of America,live,Breeding in captivity,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Philippines,United States of America,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Poland,Uzbekistan,live,Commercial,Ranched specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Poland,Uzbekistan,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Portugal,Uzbekistan,live,Commercial,Wild
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Russian Federation,Germany,live,Personal,Pre-Convention specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Russian Federation,Uzbekistan,live,Personal,Unknown
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Slovakia,Uzbekistan,live,Commercial,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Slovakia,Uzbekistan,live,Commercial,Ranched specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,French Southern Territories,Spain,live,Commercial,Ranched specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Taiwan,Germany,live,Commercial,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,Taiwan,Germany,live,Commercial,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Belarus,live,Personal,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Canada,live,Personal,Born in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Finland,live,Personal,Born in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Mexico,live,Personal,Confiscated or seized specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Uzbekistan,live,Commercial,Bred in captivity
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Uzbekistan,live,Commercial,Confiscated or seized specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Uzbekistan,live,Commercial,Ranched specimens
2016,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Uzbekistan,live,Commercial,Wild
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Azerbaijan,Belgium,live,Personal,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,China,United Kingdom of Great Britain and Northern Ireland,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,China,Italy,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,China,Slovenia,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Germany,Turkey,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Germany,Turkey,live,Commercial,Ranched specimens
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Hong Kong,Czech Republic,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Hong Kong,Italy,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Hong Kong,Slovenia,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Japan,Switzerland,live,Commercial,Born in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Japan,Germany,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Japan,Italy,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Japan,Slovenia,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,South Korea,Germany,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,South Korea,Hong Kong,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,South Korea,Italy,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,South Korea,United States of America,live,Commercial,Born in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Malaysia,Hong Kong,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Norway,Denmark,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Philippines,Germany,live,Breeding in captivity,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Philippines,Germany,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Philippines,Taiwan,live,Breeding in captivity,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Taiwan,Germany,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,Taiwan,Slovenia,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Czech Republic,live,Commercial,Bred in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Czech Republic,live,Commercial,Born in captivity
2016,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,United States of America,Slovenia,live,Commercial,Bred in captivity
2016,II,Aphonopelma albiceps,Arachnida,Araneae,Theraphosidae,Aphonopelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Aphonopelma albiceps,Arachnida,Araneae,Theraphosidae,Aphonopelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma spp.,Arachnida,Araneae,Theraphosidae,Brachypelma,Japan,Ukraine,live,Commercial,Bred in captivity
2016,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,France,United States of America,live,Commercial,Bred in captivity
2016,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,United Kingdom of Great Britain and Northern Ireland,Nicaragua,live,Commercial,Bred in captivity
2016,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,Iran,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,Japan,Canada,live,Commercial,Bred in captivity
2016,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,Japan,Nicaragua,live,Commercial,Bred in captivity
2016,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,Japan,United States of America,live,Commercial,Bred in captivity
2016,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,Taiwan,Nicaragua,live,Commercial,Bred in captivity
2016,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Nicaragua,live,Commercial,Bred in captivity
2016,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,Unknown,Nicaragua,live,Commercial,Bred in captivity
2016,II,Brachypelma annitha,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma annitha,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma annitha,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma annitha,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma auratum,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma auratum,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma auratum,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma auratum,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma baumgarteni,Arachnida,Araneae,Theraphosidae,Brachypelma,Iran,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma baumgarteni,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Mexico,live,Commercial,Bred in captivity
2016,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,Japan,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,Japan,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Mexico,live,Commercial,Bred in captivity
2016,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,Canada,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,Iran,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,Japan,Ukraine,live,Commercial,Bred in captivity
2016,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma kahlenbergi,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma kahlenbergi,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma klaasi,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,Canada,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,Switzerland,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,Guernsey,United Kingdom of Great Britain and Northern Ireland,live,Commercial,Born in captivity
2016,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,Iran,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,Japan,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,Japan,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,Japan,Ukraine,live,Commercial,Bred in captivity
2016,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,Oman,United States of America,live,Commercial,Bred in captivity
2016,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma vagans,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma vagans,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Germany,live,Commercial,Bred in captivity
2016,II,Brachypelma vagans,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma vagans,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Netherlands,live,Commercial,Bred in captivity
2016,II,Brachypelma verdezi,Arachnida,Araneae,Theraphosidae,Brachypelma,United States of America,Mexico,live,Commercial,Bred in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,United Arab Emirates,Belgium,live,Commercial,Bred in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,United Arab Emirates,Qatar,live,Commercial,Born in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,Switzerland,Germany,live,Zoo,Bred in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,Switzerland,France,feathers,Commercial,Born in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,Switzerland,France,leather products (small),Commercial,Pre-Convention specimens
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,China,Netherlands,live,Commercial,Bred in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,France,Switzerland,feathers,Commercial,Pre-Convention specimens
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,Georgia,Netherlands,live,Zoo,Bred in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,Guatemala,Spain,live,Commercial,Bred in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,Guatemala,Spain,live,Commercial,Born in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,Hong Kong,Singapore,feathers,Commercial,Pre-Convention specimens
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,Hong Kong,Singapore,jewellery,Commercial,Pre-Convention specimens
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,Indonesia,Netherlands,live,Commercial,Bred in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,North Korea,China,bodies,Educational,Unknown
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,South Korea,Netherlands,live,Commercial,Bred in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,Cayman Islands,United States of America,live,Breeding in captivity,Born in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,Malaysia,Thailand,live,Commercial,Bred in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,New Zealand,South Africa,bodies,Commercial,Bred in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,New Zealand,South Africa,skulls,Commercial,Bred in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,Panama,Netherlands,live,Commercial,Bred in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,Peru,Argentina,live,Zoo,Bred in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,Qatar,United Arab Emirates,live,Commercial,Bred in captivity
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,Singapore,Switzerland,feathers,Commercial,Pre-Convention specimens
2016,II,Platalea leucorodia,Aves,Ciconiiformes,Threskiornithidae,Platalea,Belgium,Switzerland,live,Zoo,Bred in captivity
2016,II,Platalea leucorodia,Aves,Ciconiiformes,Threskiornithidae,Platalea,United States of America,Austria,specimens,Scientific,Wild
2016,II,Trachyphyllia spp.,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,Japan,Fiji,raw corals,Commercial,Wild
2016,II,Trachyphyllia spp.,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,Japan,Tonga,raw corals,Commercial,Wild
2016,II,Trachyphyllia spp.,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,United States of America,Indonesia,live,Commercial,Wild
2016,II,Trachyphyllia spp.,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,United States of America,Vietnam,live,Commercial,Confiscated or seized specimens
2016,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,United Arab Emirates,Fiji,raw corals,Commercial,Wild
2016,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,United Arab Emirates,Indonesia,live,Commercial,Wild
2016,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,Armenia,Indonesia,live,Commercial,Wild
2016,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,Argentina,Australia,raw corals,Commercial,Wild
2016,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,Argentina,Fiji,raw corals,Commercial,Wild
2016,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,Austria,Australia,live,Commercial,Wild
2016,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,Austria,Indonesia,live,Commercial,Wild
2016,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,Bangladesh,Indonesia,live,Commercial,Wild
2016,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,Belgium,Australia,live,Commercial,Wild
